1,1,29.267
1,2,59.837
1,3,91.244
1,4,123.22
2,1,124.74
2,2,133.83
2,3,143.78
2,4,154.51
3,1,155.64
3,2,175.65
3,3,196.36
3,4,217.69
4,1,0
4,2,0
4,3,0
4,4,0
5,1,0
5,2,0
5,3,0
5,4,0
6,1,0
6,2,0
6,3,0
6,4,0
