1,1,5.4419
1,2,14.047
1,3,22.616
1,4,31.558
2,1,32.5
2,2,36.442
2,3,40.64
2,4,45.093
3,1,46.023
3,2,50.919
3,3,55.965
3,4,61.326
4,1,62.233
4,2,64.477
4,3,66.872
4,4,69.558
5,1,70.279
5,2,75.314
5,3,80.384
5,4,85.721
6,1,0
6,2,0
6,3,0
6,4,0
