1,1,19.395
1,2,23.779
1,3,28.407
1,4,33.407
2,1,34.372
2,2,39.616
2,3,45.302
2,4,51.36
3,1,52.465
3,2,59.698
3,3,67.384
3,4,75.384
4,1,76.419
4,2,82.326
4,3,88.663
4,4,95.384
5,1,96.395
5,2,104.05
5,3,112.01
5,4,120.33
6,1,121.48
6,2,130.74
6,3,140.42
6,4,150.45
