1,1,15.802
1,2,22.07
1,3,28.477
1,4,35.186
2,1,36.372
2,2,43.942
2,3,51.674
2,4,59.721
3,1,60.698
3,2,61.965
3,3,63.663
3,4,65.686
4,1,66.512
4,2,68.465
4,3,70.837
4,4,73.512
5,1,74.384
5,2,77.012
5,3,80.058
5,4,83.465
6,1,84.267
6,2,87.628
6,3,91.337
6,4,95.395
