1,1,17.826
1,2,36.5
1,3,55.884
1,4,75.988
2,1,77.139
2,2,99.814
2,3,123.19
2,4,147.23
3,1,148.19
3,2,152.08
3,3,157.07
3,4,163.34
4,1,163.99
4,2,170.19
4,3,177.13
4,4,185.33
5,1,186.06
5,2,194.19
5,3,203.27
5,4,213.28
6,1,214.15
6,2,224.24
6,3,235.3
6,4,247.42
