1,1,2.7326
1,2,4.8837
1,3,7.1977
1,4,9.7093
2,1,10.581
2,2,13.279
2,3,16.105
2,4,19.093
3,1,20.128
3,2,23.826
3,3,27.64
3,4,31.651
4,1,32.64
4,2,35.651
4,3,38.767
4,4,42.128
5,1,43.128
5,2,47.012
5,3,50.93
5,4,55.14
6,1,56.198
6,2,60.837
6,3,65.674
6,4,70.663
