1,1,2.907
1,2,18.279
1,3,34.035
1,4,49.93
2,1,51.384
2,2,55.953
2,3,60.93
2,4,66.256
3,1,67.256
3,2,77.302
3,3,87.663
3,4,98.349
4,1,0
4,2,0
4,3,0
4,4,0
5,1,0
5,2,0
5,3,0
5,4,0
6,1,0
6,2,0
6,3,0
6,4,0
