dist,dist mode,x var,sup,tau,p,sign+,sign,significant
final pos,31,0,Bath,0.0583794757522263,0,+,+,True
final pos,31,0,LBL,0.023864987256203472,0,+,+,True
final pos,31,9,Bath,-0.037,0.0008,-,-,True
final pos,31,9,LBL,-0.0575,0.e-5,-,-,True
final pos,31,1,Bath,0.0508,0.e-5,+,+,True
final pos,31,1,LBL,-0.0301,0.0051,-,-,True
final pos,31,2,Bath,-0.0648,0.e-5,-,-,True
final pos,31,2,LBL,-0.0075,0.4865,,,False
final w,32,0,Bath,0.8706187642973854,0,+,+,True
final w,32,0,LBL,0.890793389164599,0,+,+,True
final w,32,9,Bath,-0.1447,0.e-5,--,-,True
final w,32,9,LBL,-0.0793,0.e-5,-,-,True
final w,32,1,Bath,-0.0967,0.e-5,-,-,True
final w,32,1,LBL,-0.145,0.e-5,--,-,True
final w,32,2,Bath,0.0223,0.0365,+,+,True
final w,32,2,LBL,0.0086,0.4215,,,False
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
,,,,,,,
