xvar,mode,subvar,subset,x0,y0,motor c,disturbed zone amp,disturbed zone effect,disturbed zone error,disturbed zone vi,solid rotation amp,solid rotation effect,solid rotation error,solid rotation vi,fluid reshaping amp,fluid reshaping effect,fluid reshaping error,fluid reshaping vi,best fit,rot amp,best effect,best error,best vi,best effect-vi
17,3,1,20,0.023634547222824456,-0.3440479648645229,0.054225751595744665,0.15917927138673893,0.22323193926394033,0.01235155922179954,-0.016164655009323337,0.07345156878022568,0.23768283968150578,0.011794862835653232,0.009457256738297958,0.4465135448863138,0.24607179012082744,0.013139831862552732,0.32662465808433855,2,0.07345156878022568,0.23768283968150578,0.011794862835653232,0.009457256738297958,0.22822558294320783
19,3,1,20,-0.06952381926642597,-0.01794916739047142,-0.03637574712765957,-0.010850298030058398,0.06050225795210929,0.0038970406310489536,0.0016916699658664047,-0.018378970167775906,0.05934174161976441,0.004402453199129959,-0.002366384303951987,-0.011037203163572531,0.06003962342766891,0.003994034871588322,0.0017881924705462036,1,-0.010850298030058398,0.06050225795210929,0.0038970406310489536,0.0016916699658664047,0.058810587986242883
21,3,1,20,-0.056937701145428975,0.0339162976573502,-0.03691967170212766,-0.11701175732810101,-0.023494538449786436,0.004779225512921703,0.011882543956668658,-0.05642841946950734,-0.03427915024258234,0.006378992783974894,-0.007265441148796419,0.3602062599468471,-0.04123441709978181,0.013028867523347613,-0.26349087915111863,1,-0.11701175732810101,-0.023494538449786436,0.004779225512921703,0.011882543956668658,-0.035377082406455096
23,3,1,20,-0.05350298044726546,0.02486522021183211,-0.04339894543309633,-0.1761989282630428,-0.06083507620537441,0.0067289547951287,0.017893001165111996,-0.08276276726877187,-0.07692798323101428,0.007630342381912373,-0.010656120099690723,0.5134007101746116,-0.08668604646951969,0.016828877540428347,-0.37555261949272845,1,-0.1761989282630428,-0.06083507620537441,0.0067289547951287,0.017893001165111996,-0.0787280773704864
25,3,1,20,-0.09198981620124348,-0.007691332686686454,-0.06605512287234044,-0.07650695344103906,0.07717840274935307,0.008365829850991265,0.007769281121937516,-0.048496966184699716,0.06935576772430105,0.010596646850009302,-0.006244226881111013,-0.38789896662772955,0.061050157364044455,0.016864905768928497,-0.2837480940881842,1,-0.07650695344103906,0.07717840274935307,0.008365829850991265,0.007769281121937516,0.06940912162741555
27,3,1,20,-0.10450298050349766,-0.03557481404223524,-0.029618840957446817,0.12193651602467405,0.07125996521484287,0.009343300994700182,-0.01238265320230565,0.05227573443875362,0.08206455542830156,0.005904449731411292,0.006730762187661723,-0.28963067068599274,0.08719816937434516,0.004623794521688881,0.2118648356068037,3,-0.28963067068599274,0.08719816937434516,0.004623794521688881,0.2118648356068037,-0.12466666623245853
29,3,1,20,-0.005154403877111221,0.075396863293373,-0.04298099275,0.03383116480687487,0.058121410838284,0.00700235822731592,-0.003435554786138143,0.02283613653968477,0.061673018806570584,0.006653854739091967,0.002940266760167113,-0.18979650680279225,0.06579627122477141,0.006160038215284363,0.13883614472624253,3,-0.18979650680279225,0.06579627122477141,0.006160038215284363,0.13883614472624253,-0.07303987350147112
31,3,1,20,-0.000781359056195378,-0.019768231653842325,0.013582078666666662,-0.018967077354698002,0.04648320336471768,0.0033922108375482774,0.0029571570303709655,-0.032789368384190457,0.044410557190627795,0.0033175003927205997,-0.004221795126306442,-0.019263483583032308,0.045675924881880124,0.0033977745894417134,0.003120973292704979,2,-0.032789368384190457,0.044410557190627795,0.0033175003927205997,-0.004221795126306442,0.04863235231693424
37,3,1,20,-0.009376279991576223,-0.004107863852161553,0.022593665000000002,-0.01718466550688637,0.05669094165552363,0.004035276108592991,0.002679261199178654,-0.02858412246031719,0.054887780965201416,0.004198574878269216,-0.00368034868737814,-0.01750471478315686,0.055957082151601445,0.004100527716886178,0.0028360263655931583,1,-0.01718466550688637,0.05669094165552363,0.004035276108592991,0.002679261199178654,0.054011680456344975
43,3,1,20,-0.01067062762275015,-0.007157184228944644,0.021473431666666667,-0.013019918085233418,0.045655982352844786,0.00384958043762267,0.002029935428668742,-0.021025774940829054,0.04433176189851517,0.00397617124807902,-0.002707173652506445,-0.013291311306381308,0.045098603490318606,0.003890593550670619,0.0021533918013033676,1,-0.013019918085233418,0.045655982352844786,0.00384958043762267,0.002029935428668742,0.04362604692417604
11,2,1,25,-0.24556453109848467,0.21348631695220777,-0.048038009134065404,0.03662604586468893,0.13643534328089607,0.008429919267012271,-0.00571036681076365,0.06976862898851849,0.1408665373503713,0.00732166930702508,0.008983059825416698,0.03690281508779371,0.13798019446312818,0.008255033321695901,-0.005978809586448897,2,0.06976862898851849,0.1408665373503713,0.00732166930702508,0.008983059825416698,0.1318834775249546
13,2,1,25,0.035967899590777494,0.056709063851415595,-0.057236417526881814,0.06520944367949141,0.1479345031275707,0.006714716985264033,-0.010166804364069505,0.12213622818443776,0.15568554220752368,0.007046306200742188,0.015725650059887283,0.06579754368546756,0.15068949929452963,0.006277694664696954,-0.010660189040201025,3,0.06579754368546756,0.15068949929452963,0.006277694664696954,-0.010660189040201025,0.16134968833473065
15,2,1,25,0.1682074827638954,-0.018346784960080024,-0.026233372872340406,0.01982140535473431,0.052069855452081856,0.007784714642443564,-0.0030903553088566264,0.0390213790153051,0.05455195172814858,0.007794032692909944,0.005024197655115609,0.0199132821837758,0.052903154792486105,0.00764961959754159,-0.003226250413004436,3,0.0199132821837758,0.052903154792486105,0.00764961959754159,-0.003226250413004436,0.05612940520549054
17,2,1,25,-0.010420721979580418,-0.11742471036667693,0.0245411664893617,0.21517903459781557,0.11090316672676381,0.01152295748316818,-0.02185143096340817,0.10947229520641424,0.1311146657575025,0.010873067846108446,0.014095105369301867,0.7373086966304476,0.1457523864870356,0.018861369407531386,0.5393413115851725,2,0.10947229520641424,0.1311146657575025,0.010873067846108446,0.014095105369301867,0.11701956038820063
19,2,1,25,0.026785292645043604,0.01941816740321198,-0.0001975008510638615,0.014038988524308304,0.0788228376972454,0.004277000209630664,-0.0021888187008249076,0.02696136434195808,0.08053587429319625,0.00409574996645019,0.003471410465848813,0.014135058603897722,0.079414513208073,0.004076704543512183,-0.0022900915197104892,3,0.014135058603897722,0.079414513208073,0.004076704543512183,-0.0022900915197104892,0.08170460472778349
21,2,1,25,0.011162893949772839,-0.004563695079693496,0.0066664003225806465,-0.010491424295277763,0.00439535498152274,0.004404037808160486,0.0010654041371854568,-0.008248658530184623,0.003216391200900903,0.004547686907127391,-0.0010620560290539212,0.07418465711345557,0.0015597449536551148,0.005787653792533331,-0.05426607667849275,1,-0.010491424295277763,0.00439535498152274,0.004404037808160486,0.0010654041371854568,0.0033299508443372827
23,2,1,25,-0.09165266819425083,-0.02903614691608651,0.012704639033816426,0.04458912724281711,0.03117370733905083,0.00863052737967451,-0.004528025871508078,0.013202542208582007,0.034731585478812645,0.008030583807200956,0.0016998933220659764,-0.028242509416961194,0.03469339725096561,0.007844152167919928,0.020659395638507116,3,-0.028242509416961194,0.03469339725096561,0.007844152167919928,0.020659395638507116,0.014034001612458494
25,2,1,25,0.016568128972704516,-0.19425567738082666,-0.03817402793983071,0.20382564508066983,0.0066875105388396775,0.011773803762427542,-0.020698494257942023,0.1026109110100278,0.02576045168078756,0.01111080084693332,0.01321166784709613,0.6841511207965625,0.0392742904571306,0.016999989135480172,0.5004565448626855,2,0.1026109110100278,0.02576045168078756,0.01111080084693332,0.01321166784709613,0.01254878383369143
27,2,1,25,-0.07446877827260814,0.1148203354669651,-0.11476301702127656,0.005346217904084777,0.125395136676359,0.005711849499458139,-0.0005429084281598091,0.0030011552710302292,0.12591599743570817,0.005656354110931143,0.0003864137469214972,-0.02201301666160297,0.12637078439423194,0.005615030120233564,0.016102521687962574,3,-0.02201301666160297,0.12637078439423194,0.005615030120233564,0.016102521687962574,0.11026826270626937
29,2,1,25,-0.012596536510123598,0.0738240246589507,-0.07315280291496425,-0.04862495416356921,0.04723336869363539,0.005051555045660762,0.004937864095310453,-0.01402639423416847,0.04337813247987076,0.005665407765079935,-0.0018059683896203616,0.025924255398539705,0.04353999081570178,0.0059423953013238865,-0.018963592824031796,1,-0.04862495416356921,0.04723336869363539,0.005051555045660762,0.004937864095310453,0.042295504598324936
31,2,1,25,-0.039168629502208445,-0.10132793734318207,0.007553054500000002,0.006379195589058924,0.0062559685311876015,0.00478068023113226,-0.0009945803842901768,0.012082722012529502,0.0070231706171795085,0.0048429445450120755,0.0015557108727232362,0.0064305601277490744,0.006525186780838251,0.004786987862214729,-0.0010418471990972663,1,0.006379195589058924,0.0062559685311876015,0.00478068023113226,-0.0009945803842901768,0.0072505489154777785
37,2,1,25,-0.03166718593847397,-0.08724550005372328,0.020025704833333338,0.010920413546391398,0.019042847616080272,0.005170120592163041,-0.0017026016760178827,0.01892402991731739,0.020239200968823166,0.005251880583524947,0.0024365634720042006,0.01108899352506064,0.01950754464154215,0.0051714346039217745,-0.0017965832859626993,1,0.010920413546391398,0.019042847616080272,0.005170120592163041,-0.0017026016760178827,0.020745449292098154
43,2,1,25,-0.03050881176569309,-0.09049300015150452,0.005031726666666656,0.014698655058013278,0.026865171033268735,0.004788068677992034,-0.0022916673100948502,0.025758611519683908,0.028494533274979608,0.004939915390064467,0.0033165500262169016,0.014912398309545768,0.027490019101364723,0.004779907812616066,-0.0024160322121210575,3,0.014912398309545768,0.027490019101364723,0.004779907812616066,-0.0024160322121210575,0.029906051313485782
11,3,1,25,-0.16992822703764612,0.0033006649923114522,-0.007128607446808533,-0.005421387791858944,0.09013744168986867,0.00557675376080565,0.0008452485706287279,-0.006764683530757562,0.08971834995699794,0.005599856627547832,-0.0008709868280026899,-0.005625589136529346,0.08990102531777615,0.005610061866793175,0.000911429823954802,1,-0.005421387791858944,0.09013744168986867,0.00557675376080565,0.0008452485706287279,0.08929219311923994
13,3,1,25,0.006022378207036847,-0.10066302276794148,0.0017760934042553092,0.029949087093484476,0.1004243682685589,0.007631801831086027,-0.004669362168745164,0.055007438174598855,0.10391199016944404,0.008392628725760506,0.0070824827021704765,0.030268980678776175,0.10169203330506423,0.007867201308313457,-0.004904028904671922,1,0.029949087093484476,0.1004243682685589,0.007631801831086027,-0.004669362168745164,0.10509373043730406
